,title,abstract,doi,label,label-snorkel-1,label-snorkel-2,label-snorkel-3,probability-snorkel-1,probability-snorkel-2,probability-snorkel-3,model-index-snorkel-1,model-index-snorkel-2,model-index-snorkel-3
49,The role of granules within viscous capture threads of orb-weaving spiders,"SUMMARY Sticky viscous prey capture threads form the spiral elements of spider orb-webs and are responsible for retaining insects that strike a web. These threads are formed of regularly spaced aqueous droplets that surround a pair of supporting axial fibers. When a thread is flattened on a microscope slide a small, opaque granule can usually be seen within each droplet. These granules have been thought to be the glycoprotein glue that imparts thread adhesion. Both independent contrast and standard regressions showed that granule size is directly related to droplet volume and indicated that granule volume is about 15% of droplet volume. We attempted to find support for the hypothesized adhesive role of granules by establishing an association between the contact surface area and volume of these granules and the stickiness of the viscous threads of 16 species in the context of a six-variable model that describes thread stickiness. However, we found that granule size made either an insignificant or a small negative contribution to thread stickiness. Consequently, we hypothesize that granules serve to anchor larger, surrounding layers of transparent glycoprotein glue to the axial fibers of the thread, thereby equipping droplets to resist slippage on the axial fibers as these droplets generate adhesion, elongate under a load, and transfer force to the axial fibers.",10.1242/jeb.036947,"['Attach', 'Maintain structural integrity']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
50,Protein Oxidation Implicated as the Primary Determinant of Bacterial Radioresistance,"In the hierarchy of cellular targets damaged by ionizing radiation (IR), classical models of radiation toxicity place DNA at the top. Yet, many prokaryotes are killed by doses of IR that cause little DNA damage. Here we have probed the nature of Mn-facilitated IR resistance in Deinococcus radiodurans, which together with other extremely IR-resistant bacteria have high intracellular Mn/Fe concentration ratios compared to IR-sensitive bacteria. For in vitro and in vivo irradiation, we demonstrate a mechanistic link between Mn(II) ions and protection of proteins from oxidative modifications that introduce carbonyl groups. Conditions that inhibited Mn accumulation or Mn redox cycling rendered D. radiodurans radiation sensitive and highly susceptible to protein oxidation. X-ray fluorescence microprobe analysis showed that Mn is globally distributed in D. radiodurans, but Fe is sequestered in a region between dividing cells. For a group of phylogenetically diverse IR-resistant and IR-sensitive wild-type bacteria, our findings support the idea that the degree of resistance is determined by the level of oxidative protein damage caused during irradiation. We present the case that protein, rather than DNA, is the principal target of the biological action of IR in sensitive bacteria, and extreme resistance in Mn-accumulating bacteria is based on protein protection.",10.1371/journal.pbio.0050092,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
51,Structural Strengthening of Urchin Skeletons by Collagenous Sutural Ligaments.,"Sea urchin skeletons are strengthened by flexible collagenous ligaments that bind together rigid calcite plates at sutures. Whole skeletons without ligaments (removed by bleaching) broke at lower apically applied forces than did intact, fresh skeletons. In addition, in three-point bending tests on excised plate combinations, sutural ligaments strengthened sutures but not plates. The degree of sutural strengthening by ligaments depended on sutural position; in tensile tests, ambital and adapical sutures were strengthened more than adoral sutures. Adapical sutures, which grow fastest, were also the loosest, suggesting that strengthening by ligaments is associated with growth. In fed, growing urchins, sutures overall were looser than in unfed urchins. Looseness was demonstrated visually and by vibration analysis: bleached skeletons of unfed urchins rang at characteristic frequencies, indicating that sound traveled across tightly fitting sutures; skeletons of fed urchins damped vibrations, indicating loss of vibrational energy across looser sutures. Furthermore, bleached skeletons of fed urchins broke at lower apically applied forces than bleached skeletons of unfed urchins, indicating that the sutures of fed urchins had been held together relatively loosely by sutural ligaments. Thus, the apparently rigid dome-like skeleton of urchins sometimes transforms into a flexible, jointed membrane as sutures loosen and become flexible during growth.",10.2307/1542821,"['Maintain structural integrity', 'Protect from harm', 'Attach', 'Physically assemble/disassemble']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
52,Flow-dependent porosity and other biomechanical properties of mysticete baleen,"SUMMARY Despite its vital function in a highly dynamic environment, baleen is typically assumed to be a static material. Its biomechanical and material properties have not previously been explored. Thus I tested sections of baleen from bowhead whales, Balaena mysticetus, and humpback whales, Megaptera novaeangliae, alone or in groups representing miniature ‘racks’, in a flow tank through which water and buoyant particles circulated with variable flow velocity. Kinematic sequences were recorded through an endoscopic camera or viewing window. One set of experiments investigated particle capture; another series analyzed biomechanical behavior, including fringe spacing, movement and interaction. Baleen fringe porosity directly correlates, in a mostly linear fashion, with velocity of incident water flow. However, undulation and interaction of fringes (especially of bowheads) at higher flow velocities can decrease porosity. Fringe porosity depends on distance from the baleen plate. Porosity also varies, with fringe length, by position along the length of an individual plate. Plate orientation, which varied from 0 to 90 deg relative to water flow, is crucial in fringe spacing and particle capture. At all flow velocities, porosity is lowest with plates aligned parallel to water flow. Turbulence introduced when plates rotate perpendicular to flow (as in cross-flow filtration) increases fringe interaction, so that particles more easily strike fringes yet more readily dislodge. Baleen of bowhead whales, which feed by continuous ram filtration, differs biomechanically from that of humpbacks, which use intermittent lunge filtration. The longer, finer fringes of bowhead baleen readily form a mesh-like mat, especially at higher flow velocities, to trap tiny particles.",10.1242/jeb.078931,['Process resources'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
53,Absence of eye shine and tapetum in the heterogeneous eye of Anthocharis butterflies (Pieridae),"SUMMARY Insect eyes are composed of spectrally heterogeneous ommatidia, typically with three different types. The ommatidial heterogeneity in butterflies can be identified non-invasively by the colorful eye shine, the reflection from the tapetal mirror located at the proximal end of the ommatidia, which can be observed by epi-illumination microscopy. Since the color of eye shine is determined by the spectral properties of the ommatidia, it has been tentatively related to color vision. In the course of a survey of ommatidial heterogeneity in butterflies, we found that members of the pierid genus Anthocharis lack the eye shine. We therefore carried out anatomy of the eye of the yellow tip, Anthocharis scolymus, and correlated it with the absence of the tapetum. The butterfly tapetum is a remnant of the ancestral moth tapetum, a trait that has been completely lost in the papilionids and also, as now appears, in the genus Anthocharis. Anatomical investigations also revealed that, considering rhabdom shape, peri-rhabdomal pigment clusters and autofluorescence, the ommatidia can be divided in at least two different types, which are randomly distributed in the retina.",10.1242/jeb.002725,"['Protect from harm', 'Change size or color']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
54,Molecular Basis of Infrared Detection by Snakes,"Snakes possess a unique sensory system for detecting infrared radiation, enabling them to generate a ‘thermal image’ of predators or prey. Infrared signals are initially received by the pit organ, a highly specialized facial structure that is innervated by nerve fibres of the somatosensory system. How this organ detects and transduces infrared signals into nerve impulses is not known. Here we use an unbiased transcriptional profiling approach to identify TRPA1 channels as infrared receptors on sensory nerve fibres that innervate the pit organ. TRPA1 orthologues from pit-bearing snakes (vipers, pythons and boas) are the most heat-sensitive vertebrate ion channels thus far identified, consistent with their role as primary transducers of infrared stimuli. Thus, snakes detect infrared signals through a mechanism involving radiant heating of the pit organ, rather than photochemical transduction. These findings illustrate the broad evolutionary tuning of transient receptor potential (TRP) channels as thermosensors in the vertebrate nervous system.",10.1038/nature08943,['Sense send or process information'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
55,The Great Silk Alternative: Multiple Co-Evolution of Web Loss and Sticky Hairs in Spiders,"Spiders are the most important terrestrial predators among arthropods. Their ecological success is reflected by a high biodiversity and the conquest of nearly every terrestrial habitat. Spiders are closely associated with silk, a material, often seen to be responsible for their great ecological success and gaining high attention in life sciences. However, it is often overlooked that more than half of all Recent spider species have abandoned web building or never developed such an adaptation. These species must have found other, more economic solutions for prey capture and retention, compensating the higher energy costs of increased locomotion activity. Here we show that hairy adhesive pads (scopulae) are closely associated with the convergent evolution of a vagrant life style, resulting in highly diversified lineages of at least, equal importance as the derived web building taxa. Previous studies often highlighted the idea that scopulae have the primary function of assisting locomotion, neglecting the fact that only the distal most pads (claw tufts) are suitable for those purposes. The former observations, that scopulae are used in prey capture, are largely overlooked. Our results suggest the scopulae evolved as a substitute for silk in controlling prey and that the claw tufts are, in most cases, a secondary development. Evolutionary trends towards specialized claw tufts and their composition from a low number of enlarged setae to a dense array of slender ones, as well as the secondary loss of those pads are discussed further. Hypotheses about the origin of the adhesive setae and their diversification throughout evolution are provided.",10.1371/journal.pone.0062682,['Attach'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
56,Inhibiting bacterial cooperation is an evolutionarily robust anti-biofilm strategy,"Bacteria commonly form dense biofilms encased in extracellular polymeric substances (EPS). Biofilms are often extremely tolerant to antimicrobials but their reliance on shared EPS may also be a weakness as social evolution theory predicts that inhibiting shared traits can select against resistance. Here we show that EPS of Salmonella biofilms is a cooperative trait whose benefit is shared among cells, and that EPS inhibition reduces both cell attachment and antimicrobial tolerance. We then compare an EPS inhibitor to conventional antimicrobials in an evolutionary experiment. While resistance against conventional antimicrobials rapidly evolves, we see no evolution of resistance to EPS inhibition. We further show that a resistant strain is outcompeted by a susceptible strain under EPS inhibitor treatment, explaining why resistance does not evolve. Our work suggests that targeting cooperative traits is a viable solution to the problem of antimicrobial resistance. Bacterial biofilms rely on shared extracellular polymeric substances (EPS) and are often highly tolerant to antibiotics. Here, the authors show in in vitro experiments that Salmonella does not evolve resistance to EPS inhibition because such strains are outcompeted by a susceptible strain under inhibitor treatment.",10.1038/s41467-019-13660-x,"['Physically assemble/disassemble', 'Protect from harm']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
57,Characterization of mechanisms for Ca2+ and HCO3–/CO32– acquisition for shell formation in embryos of the freshwater common pond snail Lymnaea stagnalis,"SUMMARY The freshwater common pond snail Lymnaea stagnalis produces embryos that complete direct development, hatching as shell-bearing individuals within 10 days despite relatively low ambient calcium and carbonate availability. This development is impaired by removal of ambient total calcium but not by removal of bicarbonate and/or carbonate. In this study we utilized pharmacological agents to target possible acquisition pathways for both Ca2+ and accumulation of carbonate in post-metamorphic, shell-laying embryos. Using whole egg mass flux measurements and ion-specific microelectrode analytical techniques, we have demonstrated that carbonic anhydrase-catalyzed hydration of CO2 is central in the acquisition of both shell-forming ions because it provides the hydrogen ions for an electrogenic vacuolar-type H+-ATPase that fuels the uptake of Ca2+ via voltage-dependent Ca2+ channels and possibly an electrogenic Ca2+/1H+ exchanger. Additionally, CO2 hydration provides an endogenous source of HCO –3. Thus, hydration of endogenous CO2 forms HCO –3 for calcification while hydrogen ions are excreted, contributing to continued Ca2+ uptake, as well as creating favorable alkaline internal conditions for calcification. The connections between Ca2+ and HCO –3 acquisition mechanisms that we describe here provide new insight into this efficient, embryonic calcification in freshwater.",10.1242/jeb.045088,['Maintain ecological community'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
58,Linkage Biomechanics and Evolution of the Unique Feeding Mechanism of Epibulus Insidiator (Labridae: Teleostei),Epibulus insidiator (Pallas) possesses the most extreme jaw protrusion ever measured in fishes. Biomechanical models of the mechanisms of jaw protrusion and hyoid depression in Epibulus are proposed and tested. The models are designed using principles of four-bar linkages from engineering theory. The models calculate the geometry of the feeding mechanisms from morphometric data on cranial anatomy. Predictions made from the models about the feeding kinematics of Epibulus are tested by comparison with kinematic data. The model of the jaw mechanism is accurate in predicting the unique feeding mechanics of the jaws of Epibulus for most relationships between kinematic variables. A model of simultaneous cranial elevation and sternohyoideus muscle contraction is accurate in predicting hyoid depression during feeding. Biomechanical considerations limit the number of possible pathways of evolution of the jaw mechanism of Epibulus from that of its closest labrid relatives.,10.1242/jeb.159.1.165,"['Change size or color', 'Move']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
59,Functional Dorsoventral Symmetry in Relation to Lift-Based Swimming in the Ocean Sunfish Mola mola,"The largest (up to 2 tons) and a globally distributed teleost—the ocean sunfish Mola mola—is commonly regarded as a planktonic fish because of its unusual shape including absence of caudal fin. This common view was recently questioned because the horizontal movements of the ocean sunfish tracked by acoustic telemetry were independent of ocean currents. However, direct information regarding their locomotor performance under natural conditions is still lacking. By using multi-sensor tags, we show that sunfish indeed swam continuously with frequent vertical movements at speeds of 0.4–0.7 m s–1, which is similar to the records of other large fishes such as salmons, marlins, and pelagic sharks. The acceleration data revealed that they stroked their dorsal and anal fins synchronously (dominant frequency, 0.3–0.6 Hz) to generate a lift-based thrust, as penguins do using two symmetrical flippers. Morphological studies of sunfish (mass, 2–959 kg) showed that the dorsal and anal fins had similar external (symmetrical shape and identical area) and internal (identical locomotory muscle mass) features; however, the muscle shape differed markedly. We conclude that ocean sunfish have functional dorsoventral symmetry with regards to the non-homologous dorsal and anal fins that act as a pair of vertical hydrofoils. Although sunfish lack a swimbladder, we found that they are neutrally buoyant independent of depth because of their subcutaneous gelatinous tissue that has low density and is incompressible. Efficient lift-based swimming in conjunction with neutral buoyancy enables sunfish to travel long distances both horizontally and vertically.",10.1371/journal.pone.0003446,['Move'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
60,Hagfish predatory behaviour and slime defence mechanism,"Hagfishes (Myxinidae), a family of jawless marine pre-vertebrates, hold a unique evolutionary position, sharing a joint ancestor with the entire vertebrate lineage. They are thought to fulfil primarily the ecological niche of scavengers in the deep ocean. However, we present new footage from baited video cameras that captured images of hagfishes actively preying on other fish. Video images also revealed that hagfishes are able to choke their would-be predators with gill-clogging slime. This is the first time that predatory behaviour has been witnessed in this family, and also demonstrates the instantaneous effectiveness of hagfish slime to deter fish predators. These observations suggest that the functional adaptations and ecological role of hagfishes, past and present, might be far more diverse than previously assumed. We propose that the enduring success of this oldest extant family of fishes over 300 million years could largely be due to their unique combination of functional traits.",10.1038/srep00131,"['Change size or color', 'Physically assemble/disassemble', 'Protect from harm']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
61,The hydrodynamic function of shark skin and two biomimetic applications,"SUMMARY It has long been suspected that the denticles on shark skin reduce hydrodynamic drag during locomotion, and a number of man-made materials have been produced that purport to use shark-skin-like surface roughness to reduce drag during swimming. But no studies to date have tested these claims of drag reduction under dynamic and controlled conditions in which the swimming speed and hydrodynamics of shark skin and skin-like materials can be quantitatively compared with those of controls lacking surface ornamentation or with surfaces in different orientations. We use a flapping foil robotic device that allows accurate determination of the self-propelled swimming (SPS) speed of both rigid and flexible membrane-like foils made of shark skin and two biomimetic models of shark skin to measure locomotor performance. We studied the SPS speed of real shark skin, a silicone riblet material with evenly spaced ridges and a Speedo® ‘shark skin-like’ swimsuit fabric attached to rigid flat-plate foils and when made into flexible membrane-like foils. We found no consistent increase in swimming speed with Speedo® fabric, a 7.2% increase with riblet material, whereas shark skin membranes (but not rigid shark skin plates) showed a mean 12.3% increase in swimming speed compared with the same skin foils after removing the denticles. Deformation of the shark skin membrane is thus crucial to the drag-reducing effect of surface denticles. Digital particle image velocimetry (DPIV) of the flow field surrounding moving shark skin foils shows that skin denticles promote enhanced leading-edge suction, which might have contributed to the observed increase in swimming speed. Shark skin denticles might thus enhance thrust, as well as reduce drag.",10.1242/jeb.063040,['Move'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
62,Neurology: An ancient sensory organ in crocodilians,"Crocodilians hunt at night, waiting half-submerged for land-bound prey to disturb the water surface. Here I show that crocodilians have specialized sensory organs on their faces that can detect small disruptions in the surface of the surrounding water, and which are linked to a dedicated, hypertrophied nerve system. Such 'dome' pressure receptors are also evident in fossils from the Jurassic period, indicating that these semi-aquatic predators solved the problem of combining armour with tactile sensitivity many millions of years ago.",10.1038/417241a,['Sense send or process information'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
63,"Shape of tropoelastin, the highly extensible protein that controls human tissue elasticity","Elastin enables the reversible deformation of elastic tissues and can withstand decades of repetitive forces. Tropoelastin is the soluble precursor to elastin, the main elastic protein found in mammals. Little is known of the shape and mechanism of assembly of tropoelastin as its unique composition and propensity to self-associate has hampered structural studies. In this study, we solve the nanostructure of full-length and corresponding overlapping fragments of tropoelastin using small angle X-ray and neutron scattering, allowing us to identify discrete regions of the molecule. Tropoelastin is an asymmetric coil, with a protruding foot that encompasses the C-terminal cell interaction motif. We show that individual tropoelastin molecules are highly extensible yet elastic without hysteresis to perform as highly efficient molecular nanosprings. Our findings shed light on how biology uses this single protein to build durable elastic structures that allow for cell attachment to an appended foot. We present a unique model for head-to-tail assembly which allows for the propagation of the molecule’s asymmetric coil through a stacked spring design.",10.1073/pnas.1014280108,['Maintain structural integrity'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
64,Foam nest components of the túngara frog: a cocktail of proteins conferring physical and biological resilience,"The foam nests of the túngara frog (Engystomops pustulosus) form a biocompatible incubation medium for eggs and sperm while resisting considerable environmental and microbiological assault. We have shown that much of this behaviour can be attributed to a cocktail of six proteins, designated ranaspumins (Rsn-1 to Rsn-6), which predominate in the foam. These fall into two discernable classes based on sequence analysis and biophysical properties. Rsn-2, with an amphiphilic amino acid sequence unlike any hitherto reported, exhibits substantial detergent-like surfactant activity necessary for production of foam, yet is harmless to the membranes of eggs and spermatozoa. A further four (Rsn-3 to Rsn-6) are lectins, three of which are similar to fucolectins found in teleosts but not previously identified in a land vertebrate, though with a carbohydrate binding specificity different from previously described fucolectins. The sixth, Rsn-1, is structurally similar to proteinase inhibitors of the cystatin class, but does not itself appear to exhibit any such activity. The nest foam itself, however, does exhibit potent cystatin activity. Rsn-encoding genes are transcribed in many tissues of the adult frogs, but the full cocktail is present only in oviduct glands. Combinations of lectins and cystatins have known roles in plants and animals for defence against microbial colonization and insect attack. Túngara nest foam displays a novel synergy of selected elements of innate defence plus a specialized surfactant protein, comprising a previously unreported strategy for protection of unattended reproductive stages of animals.",10.1098/rspb.2008.1939,"['Maintain structural integrity', 'Protect from harm', 'Physically assemble/disassemble']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
65,Hydrogen is an energy source for hydrothermal vent symbioses,"The discovery of deep-sea hydrothermal vents in 1977 revolutionized our understanding of the energy sources that fuel primary productivity on Earth. Hydrothermal vent ecosystems are dominated by animals that live in symbiosis with chemosynthetic bacteria. So far, only two energy sources have been shown to power chemosynthetic symbioses: reduced sulphur compounds and methane. Using metagenome sequencing, single-gene fluorescence in situ hybridization, immunohistochemistry, shipboard incubations and in situ mass spectrometry, we show here that the symbionts of the hydrothermal vent mussel Bathymodiolus from the Mid-Atlantic Ridge use hydrogen to power primary production. In addition, we show that the symbionts of Bathymodiolus mussels from Pacific vents have hupL, the key gene for hydrogen oxidation. Furthermore, the symbionts of other vent animals such as the tubeworm Riftia pachyptila and the shrimp Rimicaris exoculata also have hupL. We propose that the ability to use hydrogen as an energy source is widespread in hydrothermal vent symbioses, particularly at sites where hydrogen is abundant.",10.1038/nature10325,"['Maintain ecological community', 'Chemically modify or Change energy state']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
66,Hygromorphs: from pine cones to biomimetic bilayers,"We consider natural and artificial hygromorphs, objects that respond to environmental humidity by changing their shape. Using the pine cone as an example that opens when dried and closes when wet, we quantify the geometry, mechanics and dynamics of closure and opening at the cell, tissue and organ levels, building on our prior structural knowledge. A simple scaling theory allows us to quantify the hysteretic dynamics of opening and closing. We also show how simple bilayer hygromorphs of paper and polymer show similar behaviour that can be quantified via a theory which couples fluid transport in a porous medium and evaporative flux to mechanics and geometry. Our work unifies varied observations of natural hygromorphs and suggests interesting biomimetic analogues, which we illustrate using an artificial flower with a controllable blooming and closing response.",10.1098/rsif.2009.0184,['Change size or color'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
67,Mechanics of cutting maneuvers by ostriches (Struthio camelus),"SUMMARY We studied the strategies used by cursorial bipeds (ostriches) to maneuver during running. Eight ostriches were induced to run along a trackway and execute turns. Ground reaction forces and three-dimensional kinematics of the body and leg joints were simultaneously recorded, allowing calculation of joint angles and quasi-static net joint torques. Sidesteps, where the leg on the outside of the turn changes the movement direction, and crossovers using the inside leg, occurred with nearly equal frequency. Ostriches executed maneuvers using a simple control strategy that required minimal changes to leg kinematics or net torque production at individual joints. Although ostriches did use acceleration or braking forces to control body rotation, their morphology allowed for both crossovers and sidesteps to be accomplished with minimal net acceleratory/braking force production. Moreover, body roll and ab/adduction of the leg shifted the foot position away from the turn direction, reducing the acceleratory/braking forces required to prevent under- or over-rotation and aligning the leg with the ground reaction force.",10.1242/jeb.001545,['Move'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
68,How ants use quorum sensing to estimate the average quality of a fluctuating resource,"We show that one of the advantages of quorum-based decision-making is an ability to estimate the average value of a resource that fluctuates in quality. By using a quorum threshold, namely the number of ants within a new nest site, to determine their choice, the ants are in effect voting with their feet. Our results show that such quorum sensing is compatible with homogenization theory such that the average value of a new nest site is determined by ants accumulating within it when the nest site is of high quality and leaving when it is poor. Hence, the ants can estimate a surprisingly accurate running average quality of a complex resource through the use of extraordinarily simple procedures.",10.1038/srep11890,['Maintain ecological community'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
69,Why Do Woodpeckers Resist Head Impact Injury: A Biomechanical Investigation,"Head injury is a leading cause of morbidity and death in both industrialized and developing countries. It is estimated that brain injuries account for 15% of the burden of fatalities and disabilities, and represent the leading cause of death in young adults. Brain injury may be caused by an impact or a sudden change in the linear and/or angular velocity of the head. However, the woodpecker does not experience any head injury at the high speed of 6–7 m/s with a deceleration of 1000 g when it drums a tree trunk. It is still not known how woodpeckers protect their brain from impact injury. In order to investigate this, two synchronous high-speed video systems were used to observe the pecking process, and the force sensor was used to measure the peck force. The mechanical properties and macro/micro morphological structure in woodpecker's head were investigated using a mechanical testing system and micro-CT scanning. Finite element (FE) models of the woodpecker's head were established to study the dynamic intracranial responses. The result showed that macro/micro morphology of cranial bone and beak can be recognized as a major contributor to non-impact-injuries. This biomechanical analysis makes it possible to visualize events during woodpecker pecking and may inspire new approaches to prevention and treatment of human head injury.",10.1371/journal.pone.0026490,['Maintain structural integrity'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
70,THE Absorption of Water by Woodlice,"1. Experiments were undertaken to determine the site of water uptake, and the conditions in which it occurs, in Ligia oceanica, Oniscus asellus, Porcellio scaber and Armadillidium vulgare.2. Besides absorbing water with moist food, all four species were capable of active imbibition of water through both mouth and anus when a free water surface was available. In Ligia oceanica, imbibition occurred largely through the anus, in other species, through the mouth. Absorption through the anus was demonstrated by blocking the mouth by electro-cautery.3. All species save L. oceanica could imbibe water through the mouth from a damp surface (plaster of Paris) sufficiently rapidly to counteract the effect of transpiration from the integument in air at c. 85 % R.H. No water was absorbed through the anus in these conditions.4. The results help to resolve certain conflicting statements regarding the distribution of different species in the field. All species are for the most part ‘wet living’, but they differ as regards tolerance of suboptimal conditions.",10.1242/jeb.31.4.491,['Process resources'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
71,A nonprotein thermal hysteresis-producing xylomannan antifreeze in the freeze-tolerant Alaskan beetle Upis ceramboides,"Thermal hysteresis (TH), a difference between the melting and freezing points of a solution that is indicative of the presence of large-molecular-mass antifreezes (e.g., antifreeze proteins), has been described in animals, plants, bacteria, and fungi. Although all previously described TH-producing biomolecules are proteins, most thermal hysteresis factors (THFs) have not yet been structurally characterized, and none have been characterized from a freeze-tolerant animal. We isolated a highly active THF from the freeze-tolerant beetle, Upis ceramboides, by means of ice affinity. Amino acid chromatographic analysis, polyacrylamide gel electrophoresis, UV-Vis spectrophotometry, and NMR spectroscopy indicated that the THF contained little or no protein, yet it produced 3.7 ± 0.3 °C of TH at 5 mg/ml, comparable to that of the most active insect antifreeze proteins. Compositional and structural analyses indicated that this antifreeze contains a β-mannopyranosyl-(1→4) β-xylopyranose backbone and a fatty acid component, although the lipid may not be covalently linked to the saccharide. Consistent with the proposed structure, treatment with endo-β-(1→4)xylanase ablated TH activity. This xylomannan is the first TH-producing antifreeze isolated from a freeze-tolerant animal and the first in a new class of highly active THFs that contain little or no protein.",10.1073/pnas.0909872106,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
72,Aerodynamics of the hovering hummingbird,"Despite profound musculoskeletal differences, hummingbirds (Trochilidae) are widely thought to employ aerodynamic mechanisms similar to those used by insects. The kinematic symmetry of the hummingbird upstroke and downstroke has led to the assumption that these halves of the wingbeat cycle contribute equally to weight support during hovering, as exhibited by insects of similar size. This assumption has been applied, either explicitly or implicitly, in widely used aerodynamic models and in a variety of empirical tests. Here we provide measurements of the wake of hovering rufous hummingbirds (Selasphorus rufus) obtained with digital particle image velocimetry that show force asymmetry: hummingbirds produce 75% of their weight support during the downstroke and only 25% during the upstroke. Some of this asymmetry is probably due to inversion of their cambered wings during upstroke. The wake of hummingbird wings also reveals evidence of leading-edge vortices created during the downstroke, indicating that they may operate at Reynolds numbers sufficiently low to exploit a key mechanism typical of insect hovering. Hummingbird hovering approaches that of insects, yet remains distinct because of effects resulting from an inherently dissimilar—avian—body plan.",10.1038/nature03647,['Move'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
73,Pointillist structural color in Pollia fruit,"Biological communication by means of structural color has existed for at least 500 million years. Structural color is commonly observed in the animal kingdom, but has been little studied in plants. We present a striking example of multilayer-based strong iridescent coloration in plants, in the fruit of Pollia condensata. The color is caused by Bragg reflection of helicoidally stacked cellulose microfibrils that form multilayers in the cell walls of the epicarp. We demonstrate that animals and plants have convergently evolved multilayer-based photonic structures to generate colors using entirely distinct materials. The bright blue coloration of this fruit is more intense than that of any previously described biological material. Uniquely in nature, the reflected color differs from cell to cell, as the layer thicknesses in the multilayer stack vary, giving the fruit a striking pixelated or pointillist appearance. Because the multilayers form with both helicoidicities, optical characterization reveals that the reflected light from every epidermal cell is polarized circularly either to the left or to the right, a feature that has never previously been observed in a single tissue.",10.1073/pnas.1210105109,"['Sense send or process information', 'Change size or color']",send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
74,Osmotic Regulation in the Crab-Eating Frog (Rana Cancrivora),"1. The osmotic and ionic regulatory abilities of adults of the euryhaline crab-eating frog (Rana cancrivora) have been studied. Adult frogs tolerated environmental salinities as high as 28‰ at 30°C. Tadpoles of this form tolerated salinities as high as 39%‰ at the same temperature.2. Changes in body weight of frogs following transfers to different environmental salinities indicate both that the skin of this frog is permeable to water and that these animals do not swallow large volumes of external medium, even in high salinities.3. Above salinities of about 9%‰, plasma Δ rises with increasing environmental Δ. Plasma Δ is always higher than environmental Δ. Increases in plasma concentration above fresh-water levels are due partly to increased NaCl concentration (about 40%), partly to increased urea concentration (about 60%). Urea concentrations as high as 0.48 M (2.9%) have been measured.4. Urinary Δ parallels plasma Δ, but is always lower than plasma Δ. Considerable quantities of urea are lost via the urine, even though urinary urea levels are below plasma levels.5. Measurements of short-circuit current indicate that active uptake by the skin of inorganic ions continues in R. cancrivora acclimatized to high salinities.6. R. cancrivora is no less susceptible to water loss by evaporation from the skin than are other amphibians.7. In preference experiments R. cancrivora chooses salinities below 18%‰, but shows no strong preference for a particular salinity.8. Similar observations on osmoregulatory mechanisms in a close relative of R. cancrivora, the tiger frog (R. tigerina), show that the latter species is similar to ordinary fresh-water frogs.9. The striking physiological convergence between R. cancrivora and the elasmo-branch fishes is discussed, as are various possible implications of our data regarding nitrogen metabolism in tadpoles and kidney function in adult frogs.",10.1242/jeb.38.3.659,['Protect from harm'],send_sound_signals,no_match,maintain_biodiversity,0.25,0.25,0.25,0,0,0
